neta	鬱蒼とした山の中にある有名な神社に行った時の話。 その神社にたどり着くまでは、3千段以上の苔むした石段を登らなければならず、その間周りの景色は神秘的な森みたいな感じだった（もののけ姫に出てくる森をイメージしてもらうとわかりやすいかも）。途中で神社に行くのを諦める人たちもたくさんいたけど、私はこういう時に限っては普段完全に眠っている根性を発揮し、神社の鳥居の前までたどり着いた。 鳥居の前に立った時、今まで感じたことがないほど爽快な風が頬を撫でるのを感じて不思議な気持ちになった。 普通にお参りし、また長い石段を降りて帰った。 自分の運転で地元まで帰る時、今まで感じたことがないほどストレスフリーであることに気付いて、運転中、意味もなくとてもハイな気持ちだった。 不思議なのは、数年悩まされていた肩こりと腰痛が、その後一切なくなったこと。 神様の仕業かわからない。ただ運動不足によって引き起こされていた肩こりと腰痛が、長い石段の上り下りによって解消されただけかもしれない。 だけど、あれから5年以上経つのに、今でも肩こりも腰痛も一切なくなったのは、やはり不思議な出来事ではある。
other	山の麓は何故かエロ本が沢山捨てられてる、変態がうろついてるのはあるあるらしい、キャンプが流行ってるけど女性子供は本当に注意が必要。
neta	バイク買ったばかりで嬉しくて暇があれば乗って走ってた。 ふと、夜景スポットにもなってた近所の山へ上ってみようと、ふもとまで行ったときのこと。 昼間だったけど、どんより薄暗い天気の日だった。気にせず山に入ろうとバイクにまたがったら、山の方から私の名前を呼ぶ声が聞こえた。 それははっきりと。薄ら寒くなってのぼるのやめて帰ったよ。
other	亡くなる前に見るなんて… ふしぎはなしだ。
neta	私も5ちゃんで、1人で山道ドライブしてたら助け求めてる風な男がいて停まって窓を少しだけ開けて話聞いたら山菜取りか何かで遭難したから町まで乗せてほしいと言うので一瞬乗せてあげようかと思ったけど、やけに軽装なのに気付いて怪しく思い乗せられはしないけど助けを呼んで来ると言ったら態度豹変して怖くなって逃げたみたいな話を読んだ事がある 山で遭遇する人には注意した方が良さそうだよね
other	山って人気がないから余計怖いよね
neta	山怖というか山で起きた人怖だけど 二十歳くらいの時 母の実家（超山間部）近くの隠れ家的な銭湯に母と二人で行って 帰りに駐車場で車に乗ろうとしてたら 近くの汚い車から小汚い前歯が抜けたおじさんが出てきて「どっから来たん？」って言いながらニヤニヤ近づいてきたのが怖かった。 母が適当に濁してすぐ車で（私たちが）帰った。 文章にするとなんてことないけど 明らかに親子の女二人にあんな山の中で どういうつもりで声かけてきたのか。 ちなみにコンビニもスーパーも車で行かないとないような 熊や猪が当たり前にいるようなとこです。
other	【閲覧注意】山に関する不思議、怖い体験
neta	奈良県民だけど、奈良と和歌山の県境辺りは魅力的だけど、同じくらい畏怖を感じる場所だと思う 昔からは考えられない位道も標識も良くなっているのに、観光地化された橋の向こうは恐怖を感じる位の漆黒の世界だったり やっぱり、いろいろな世界の境界線はあるもんなんだと感じるよね でも、同じ場所でも別の日にいくと何も感じなかったりね だからこそ言い伝えから学ぶ事は多いんだと思う
other	ムカつくからそれで焼き芋したい。
neta	鳥取に女4人で旅行に行ってるとき車の運転変わろうとPAに止めて交代していざ出発って時に車のドアがガタガタって鳴ってへんなおじさんが覗き込んでた たまたま煽り運転のニュースで車の鍵閉める習慣付けててあれからも車はちゃんと鍵閉めるようになった みんなもちゃんと車の鍵しめなよ
other	めでたしめでたし
neta	予め言っておきますが、いつもは柔和で穏やかな祖母です。 そんな父方の祖母ですが、唯一、怖かったのがお正月前の角松を自家製作する時期でした。 祖母は山を保有しており、お正月前になると父や叔父達、従兄弟達と山へその材料を調達しに出掛けて行きました。 何故か行けるのは男衆のみで、私も行きたい‼︎と、駄々を捏ねても、泣き喚いても、怖い顔で窘められるだけで、絶対に連れて行ってはもらえませんでした。 後に、高校生になり、やはりお正月前、祖母から角松の由来を聞きました。 あの山神さんは女で、生理前の女の子にはその若さや女盛りの女が入山すると嫉妬して、その後、良くない事が起こる、でも、閉経した女には何もない、だから、おばあちゃんは入れる、と、教えてもらいました。 あくまで祖母所有の山の話ですが、何か必要な樹々、キノコ類、実等を頂く時は、帰り際、お礼の意味を込めて、入山した男性陣はその場で頂上に向かって放尿してくるそうです。 そうすると、翌年にも同じ場所で、豊作だったり、実が沢山取れたり、怪我も無く、無事に下山してくるそうです。 長文、失礼しました。
other	臭そう…
neta	時々父の登山に付き合う。父は凄く真面目で堅物で冗談話は一切しない人なんだけど、ある山を登って、途中で祠があって、それはきちんとガイドブックにも載っているスポットなんだけど「ここで同じ山岳会の奴が祟られて呪われちゃったんだよー」ってサラッと言い出した。「お祓いしてもらって助かったんだけどね」って。そこは女性の神様の祠で、男性が祟られたってことは私は平気だろうかみたく怖くなって、詳しく聞いたら「祟り？なんの話？」みたく流された。誤魔化してるのではなく本当に知らないようだった。ものすごく怖くなって、その山にはもう行かない。
other	山って惹かれるけど、怖いよね。 夜とか野生動物の時間だし、遭難すると数日ももたない人間って弱いなと思う。
neta	ヤマレコで有名なyucon氏の遭難記録ですね。 〜山岳遭難顛末記〜　御池岳ゴロ谷での6日間　 - 2012年07月16日 [登山・山行記録] - ヤマレコ 〜山岳遭難顛末記〜　御池岳ゴロ谷での6日間　 - 2012年07月16日 [登山・山行記録] - ヤマレコ www.yamareco.com 〜山岳遭難顛末記〜　御池岳ゴロ谷での6日間　 - 2012年07月16日 [登山・山行記録] - ヤマレコ また山に行きたくなる。山の記録を楽しく共有できる。FAQ使い方ガイドサポート掲示板お問い合わせ 検索地図検索山行記録山行計画山のデータ日記ヤマノート質問箱山岳保...
other	本当男ってこういう奴ばかりでろくでもないわ。 性犯罪者は死刑で良し。 つい最近も未成年の性犯罪者いたけど、少年法反対
neta	ネットで読んだやつ 子どもが家族とキャンプに行ってて、父親と火をつけるための木の枝とかを拾いに山の中にいたら、遠くから「おーいこっち来いよ！」と呼んでる人がいて、そっちを見ようとしたら父親から「見るな！」と言われ見ないで無視して帰ったら、父親から「お前にも見えたのか、俺も過去にここで見たことがあったんだ」と言われたっていうの
other	いなーかに住んだことなくて、瓦屋根の田んぼしかない山にいつでもいける田舎に憧れる
neta	福岡市出身です。 近くだったのでよく油山という山に行っていました。 心霊スポットと言われていましたが私は油山で怖い目にあったことはありません。 ですが成長してから「海と毒薬」のアメリカ人捕虜が捕まったのが油山と知り、何とも言い様のない恐怖に襲われました。
other	ブラックフット これ実話 【閲覧注意】山に関する不思議、怖い体験
neta	似たような経験あります。 父の実家に私と夫と子供、叔母が行ったときの出来事なのですが、父の実家は山から水を引いていてその水が止まることがたびたびあって父が山に入り様子を見に行ったのをあとから旦那と叔母が父を追い山に入ったけど父を見失ないやっと父の屈んだ後ろ姿を見つけ夫と叔母が、声をかけたのですが父は振り返らず、夫と叔母がそばに行こうと近づいたらどこにも父の姿が、見当たらなかったのです。 私は父の実家に子供と一緒にみんなの帰りを待っていて、父が先に山から下りてきたので父にあれ？2人に会わなかった？すぐに追いかけてたんだけど？と聞いたら会わなかったと言うのです。 道は一本だけのはずなのに。 少ししてから2人がもどってきて、父がすでに戻ってることに2人とも驚いていていました。 夫からこの話を聞いたとき半ば私は信じられなくてただたんにお父さん2人に気が付かないでおりてきたんじゃない？て言ったのですが夫は下りていく姿もみえなかったし、あんな険しい道すいすい行けるはずがないと言いました。 そして夫がしばらくしてあれはたぶんお父さんじゃなかったかもしれないと言いました。 だれ？と聞いたら霊だと思うと言ってました。 普通にリアルにみえるみたいです。 でも叔母もみてたし、、でも叔母もそういうのある人みたいで2人ですごく怖くなってこの話はもうやめようってなったみたいです。 2年前の事で父は今も元気なんですが、父の実家にいくとその話を思い出します。
other	だから避難が遅れるんじゃ、、、
neta	十津川の山の中だけど、もちろん車で行ける範囲 でも、十津川も和歌山もあのあたりの山はやっぱり不思議な話や、バカにできない話はあるからね 小学校の時の担任があのあたりの出身でいろいろ話してくれた 大好きな場所なんだよ でも、舗装されていない場所には絶対入らないよ
other	夜の山、めちゃくちゃ怖い
neta	子供のとき泊まった観光地のホテルで部屋の窓から川が見えて感動して眺めてたの。 夜中にひとりトイレに起きたときもなんだか気になって川を眺めようと窓を見たら、そこには川じゃなくて山があったの！ びっくりしてよく見ても緑色の藻が張ったような山で恐ろしいほど静かだった。 怖くなってベッドに戻って朝起きて確認したら、川に戻ってた。 親には夢だって笑われて山というか川だけど今でもはっきり覚えてる、あの山は何だったんだろう…
other	ソロキャンプ女子とか流行られようとしてるのは悪意しかないよね。犯罪に巻き込まれたらどうするんじゃ。
neta	私の母(78歳)が20代前半の時の体験。家の裏が山でその山から三才位の男の子が降りてきて母のお腹に思い切りぶつかって消えて行ったそうです。母は流産していて祖母に「あんた全然供養せんと知らんぷりしてるから子供が教えにきたんや」言われたそうです。
other	昔ほん怖で「かかし」って話があって、怖かったのを思い出した。
neta	以前にもコメしたコピペ 「私は今年二十歳です 音楽が好きで車も好き何より好きなのは時期ものの 山菜採りや川釣りなどです ある日山菜採りにいき いつもの山で昔から変わらないなと 思いながらいつものところまで行きました そして、車を降りて タケノコや山ウド たらの芽 三つ葉 いろいろとって 重たくなったので車まで 戻ることにしました 車までは３０分程度なので そんなに 山慣れしてる人からすると遠くはないと思います そうして 山菜を一度置き また 取りに同じところからすこしずれたところ 毎年入っています そこに入ったのですが あまり日当たりが良くないせいか 山菜が育っておらず引き返そうとらすると 謎の音が聞こえました ギターの音と言いますか 何か絃楽器の音で それに 惹かれるように その音の方向に進んで行きました ちなまに、その山で迷うことはありません確実にです 携帯 県外 ネットも県外ですが 鉄塔や日の沈む方向などで 確実に出口まではたどり着ける場所なんです そうして 音が聞こえる建物に着きました すると、凄く古い赤レンガ建物に着きました 本当に古そうな赤レンガです そこの中から ギターの音（アコギ）？が聞こえるので ドアを叩くと音がする止まり 中から 誰ですか こんな時に人ががくるなんて といい 古い木のドアを開けてくれました すると まだ若い女の子が あれ みない顔だね どしたの 迷っちゃたかな たまーに 訪れる人は基本迷子でね 山から出たいなら あの鉄塔を目指すといいよ そこの 下が 川の近くだ と言いながらドアを閉めようとしたので まって こんなところいつからある おれはこの山をガキの頃から見てるが見たことない と 言うと 見たらわかるだろぅ 昔からあるのさ 見たことないのは ここは日が当たらないから山菜がならないからじゃないのかな と 答えられ その時 後ろに ギブソンのすごく高価なギターが見えたので中にいれて！ そのギター見せて 初めて見た！ 本物だって言うと まぁー楽器に興味があるならおいでと言われ 入り そのあとは日が傾くまで ずーっとおしゃべりしていて どうしてここに居るのとか 何歳なの 何年ギター弾いてるの 弾き語りして など いろいろ 話し 帰宅する時間になり 私は帰ると言うと 嬉しかったよ！また おいでと言われたので 一週間後の日曜日にまた 行きました すると そこには ボロボロで朽ちたレンガの残骸と 追悼の石が立っていて そこには 戦時中 の 無意味な事故 幸せを などと もぅ 読めないほどのボロボロの文字な書いてあり ガレキを分けて歩き 地下室がありました その中に入ると あの時のギターがありました ギブソンのすごく古く 高価なギターがあり 弦はしっかりとはらさっており そのギターの横に人骨と思われるものがあり 近くの駐在所の職員の方に見てもらい 刑事が来て 事件性なし 当時のものと判明し このことは 公表しません 後続の遺族の方が いい気持ちをしませんので 話だけはしておきますといい 遺骨を集めるさい わたしも参加して 遺骨の借り置き場として私の家にあります 夜な夜なギターが音を立てるのもあの子が触ったかなと思い 今は一人じゃないと安心できます だけど こんな事が本当にあっていいんですか、、、 ある意味不安と 心配があります 要は死後の人と話し ないはずの建物の中に入ってるんです こんな事あっていいのだろうが 幽霊ってそんなもの なんですかね 本当に こんな体験をしたので 質問させてください コレって自分がおかしくなってるんですか？ 現実と幻想の区別がつかなくなってしまったゆでしょうか」
other	そのまま山の方のおじいちゃんに 主さんがついていったら どうなっていたんだろう...
neta	香川のタケノコ掘りしてた女の子が行方不明になったやつは本当に怖いよね 不審な人物を誰も見てない、警察犬はみんな同じところで止まってしまう、近くの池の水からも発見されなかった、山中でタケノコ掘りをしていた母親や他の参加者はなんの音も聞いていないとまったく手がかりがないんだよね 【閲覧注意】山に関する不思議、怖い体験
other	みさきちゃんがまだ見つからないこと。 ニュースでやらなくなったけど不安です。
neta	うちは夫がキャンプ嫌いなので私と子どもだけでキャンプするんですが、いつも行くキャンプ場は基本はファミリー専用、一家族のみ(グループ禁止)、ソロ禁止、1サイト大人2人子ども3人まで、区画サイトのみ(予約時に誰がどこのサイトかあらかじめ決まっている)っていうかなり条件の厳しいキャンプ場を選びます。 料金も高いです。 格安なフリーサイト(受付すれば自由に場所を選べる)、は怖いと思います。
other	富士山麓は自殺志願者を待ちぶせする輩がいるという
neta	母親の実家が岐阜県の超山奥。 今は市町村合併されたけど、私が小さい頃は○○村だった。近くにコンビニも自販機もない。スーパーは車で飛ばして1時間くらいかかる。 母親(60歳)が小さい頃は富山や長野から山を越えて薬売りや乾物売りの商人がしょいこを背負って来てたらしい。母親曰く「神隠し」に遭っていなくなった村人が3人ほどいるらしく、ある日突然いなくなってそのまま見つからないし戻ってもこないらしい。 本当に山奥の限界集落に近い所だから谷から落ちたとか獣に食べられたとかも考えられるけど。
other	犯罪者が人気ない山に潜んでるとかあるあるだよね
neta	中学生のころ、林間学校で山歩きがありました。 霧が少しかかっている天気のなか、山歩きも長時間だったので、集団もまばらになり、グループの人が数メートル先を歩いているのが見えるだけのような状況でした。 普通の山道だったのに、歩いていると何故かピアノを弾いている音が聞こえてきました。周囲に建物もなく、聞こえるはずはないので、自分だけの空耳かと思っていました。後でグループの友達に、ピアノの音が聞こえたんだよ。って話したら、その子も私も聞こえたよ！と言ってました。 でも、いくら考えてもピアノの音がする状況ではないので、あれは何だったんだろって今でも不思議です。
other	キャンプで小学生の女の子が行方不明になった事件を思い出した。 やっぱりそういう輩に連れて行かれてしまったのかな。
neta	私が小学生の頃、母が近所のおばさん達と山菜採りに山に行っていたんだけど、ある日どーやっても同じ所をグルグル回ってしまって帰れなくなったんだって。こわくなって、南無阿弥陀仏ってずーっと唱えながら歩いたらやっと帰り道に出れたらしい。家に帰ってきて、あれは狐かタヌキに化かされたのかな？って言ってたわ。その後も山菜採りには行ってた けどねw
other	人工物が何もないところは怖いよね。人間のテリトリーじゃない気がする。最低でも電柱や電線が無いと安心できない。
neta	昔勤めていた所の話で、結局分からず終いの話なんだけど 太陽光施設を建設する予定の土地に現地調査行ったんだけど もう本当に手付かずの道すらない山の土地(林道から斜面を登って目的地(そこも斜面)に行ったのよ) どうやっても人が入り込むのすら難しい斜面に何故かポツンと冷蔵庫が置いてあったのね。 私が「こういうのって中に死体が入ってたりするんですよね」ってふざけて言ったら 同行してる山のオーナーさんが挙動不審になって これ、建設の時にどうしましょう、とりあえず 運べるか、中も見てみしょうかって話をしたら 上司が「あかん！」ってキツ目に発して 同行してる建設会社の人も「ソダヨ、ははw」って 緊張感あらわで そのまま簡単な調査を終えて帰ることになったのね。 その冷蔵庫のあった場所は、敷地の端のはしにあって 微妙な所だから普通は現調でも行かない(ていうか行けない)様なところだったのよ。 結局その土地は、事前に机上で調査をしたり図面描いたりで色々したんだけど買わずに終わったのね。 で、その調査から暫くして上司に教えてもらったんだけど そういう山って持ち主も知らない怖いゴミがあるんだって。なので、もし土地を買ってしまって 変な冷蔵庫とか箱があっても、施工者は開けずに放置が鉄則で(只の不法投棄なだけかもしんないけど) あれはちょっぴり怖かったんだぞって笑って教えてくれた。 オーナーさん、そこに変なゴミがあるの知ってて売ったのかな？何かあっちの方に行ったら嫌そうにしてたから 見に行ってみたんだよねと。 山はこわい。
other	ﾋｪｯ… 普通にめっちゃ怖い話じゃん… 着いていかなくて良かったね
neta	旦那が「子供の頃、採ったばかりの栗をそのままナマで食べた」と言う話を良くする。そんな事ない、食べられないと私や周囲の人間が言うと「母方の祖父が所有してた山で食べた」と言い張る。生栗食べた懐かしい話をするていで自慢したいんだよね、油断してたら自慢話に持っていかれるからホント怖い。
other	山怖だか山怪みたいなタイトルの本怖いよね 山と渓谷社が出してるシリーズのやつ
neta	>>103 その方です！有難うございます！ 私自身若いころ親を登山中の滑落死で失ったので、危ない目にあった経験があるのにまた登ってしまうという山の魅力って何なんだろう、趣味（登山）で死ぬとはなんて馬鹿なことを…と残された身内としては思ってしまってこの方も家族のことを考えて安全な趣味をもてなかったのか、と不謹慎ながら親と重ねて読んでたので記憶に残ってました
other	すんごい田舎の山に死体捨ててもバレない気がする
neta	祖母の住んでる九州の村の近くに、今でも女人禁制の山があります。女性が入ると災厄か死が必ず訪れるそうです。大人になって一度、近くに見に行きたいと言ったら親やおばあちゃんに真剣に駄目だと止められました。 ただその場にいた昔から可愛がってもらってたと思ってたおばさんが「行ってみれば良いじゃない？」とぼそっと言ったのが何だか凄くゾッとしました。勿論行きませんでしたけど、おばさんは私が嫌いだったのかと今でもモヤモヤします。
other	最近ドラマで誰かが言ってた
neta	おばあちゃんの家は少し丘の上にあって、家から下の道路が見えるんだけど、ある日遊びに行ったときにその丘の下の道路に人がたくさんいて怖い、と言い出した。 人なんかいないよと言っても私には見える…と。父の車に乗せて下の道路まで降りたら、いなくなったと呟いた。 その後も何度かそういうことがあったけど、ある日突然言わなくなったと思ったら数日後に亡くなった。
other	ソロキャンプ女子だけどそういうの怖いから熊よけスプレーは寝るときも近くに置いて寝てる。 ファミリーとかいるとうるさい一方で安心する。
neta	旦那の話ですが、パーティーを組んで冬山登山していたら目の前の何人かが消えていなくなったそう。事故だったんですが、遺体が見つからない人もいて事故後15年位経ってから無事遺体が発見されました。 業界？ではかなり有名な事故だったので詳細は書けませんしかなりはしょってます。
other	そんな君にワロタ
neta	曽祖父が、今で言うポツンと一軒家みたいな感じで山に住んでいて、小さい頃何度か遊びに行った。基本的には山の中には連れて行かない感じだったけど、弟もいたのに何故か私だけは「強い」からという理由で山の散策に連れて行ってくれて、あの草は食べられる、あのキノコは美味しい、この足跡は熊、あの茂みは獣道、とか色々教えてくれたけど、いつも口酸っぱく言ったのが迷子にならない事。万が一迷子になっても「こっちだよ」とか「こっちおいで」って聞こえても、名前を呼ばないのには絶対ついて行くな、その場にとにかくじっとしていろ、と言う事だった。 私は迷子は無かったけど、4歳位だった弟が一度敷地から居なくなった事があり、家族がパニックになって探していたら本当に日が落ちる寸前に弟が家に帰ってきて、何処にいた？どう戻ってきた？って聞いたら、何となく山の方に行ってしまい、道が分からなくなってたら女の人が途中までついて来てくれて、帰ってこられたと言っていた。山に女の人などいる訳もないのに、何を言っているのかって感じだったけど、親から叱られて泣いていた弟が言うに、女の人が「自分の事は人に言ったらダメだよ」という約束を破ったから叱られたと思ってるみたいだった。その時に曽祖父が「この子(弟)は山に向いていない。今回は本当に運が良かった。しばらく来るな」と言われて何年も行かず仕舞いのまま、曽祖父は亡くなってしまった。 もう40年位前の話。
other	昔 山菜とりによく行ってたけど 突然 車がとまっていて 何だろうと覗くと失くなられた方が。 山での自◎者が 結構多く 怖くなり山菜とりに行かなくなった。
neta	あったともなかったとも ただ、昔は知識や経験は財産だったから、そうそう長生きの人間は殺さなかっただろうと言われている 逆に知識も経験もない者が殺されて、世間体があるので死にかけの老人を山へって話へすり替えた どちらにせよ、貧困が招いたあまりにも残酷な悲劇ですね
other	絶対ダメだよね！危なすぎる…
neta	山の高い場所とかドライブしてると窓からえんえんと続く山林が広がっててずっと見てると怖くなる 海も1分以上は見ること怖くて出来なくて途中目を逸らしてしまうんだけど山も海も見てるときの怖い感覚は同じなんだよね。体がふわふわして頭がくらっとするかんじがある
other	めーっちゃ怖かった。
neta	もう30年くらい前の事です。 山っていうか林道？ぽいところだったかな。修学旅行で肝試ししたときふと上を眺めたら背の高い木がたくさんさわさわしててまた視線を下に下ろしたら私の意思とは別に足がかってに走り出した。 男女ペアだったんだけど男子を置き去りに私はひたすらひとりで走ってゴールしたら足がやっと止まった。 今思えば肝試し前に怖い話きいてたからなんか思い込みでそんなかんじになっただけなのかも。 でも男子には悪いことしたな、待ってくれよーって言ってたのガン無視してとっとと置いてきちゃって、、。 でも私の意思じゃなかったの足が勝手に動いてなんてやべーやつって思われそうでいえなかった。
other	山の霊とかより、不審者、犯罪者がこわいわ
neta	仮にマナーの悪い人たちがいても、フリーサイトだとキャンプ場側もそれが誰だと調べるのは難しいですよね。 一方で区画サイトは一発で個人が特定されるので、それなりにちゃんとしていますね。 川沿いのほぼ無料に近いフリーサイトのみの予約不要なキャンプ場とか結構客層悪いです。
other	今野焼きは通報されるからなかなかできないよね田舎でも
neta	小学生高学年の頃 友達と二人で町はずれの山に自転車に乗って遊びに行ったら、上のほうからドンドコドンドコドンドコ…って太鼓の音が聞こえてきた。 昔から地域に伝わる太鼓踊りというのはあって、地区の子供たちも小学生くらいになると教わって叩くのだけど、それとはリズムも早さも全く違う聞いたことのないもので、音がどんどん早くこちらに迫るように大きくなっていく。私だけかと思ったら友人にも聞こえてて、あまりに異常な太鼓の音が怖くて怖くて必死にペダル漕いで家に帰った。 少し大きくなってから思い返して、大人達が祭りの練習か何かをしていた？等考えてみたけど、そんな場所でもないし祭りの太鼓であんなリズムを聞いた事など一度もないので、なんだったんだろう…と未だに謎。
other	母の話 子どものころ山に近い集落に住んでたそうで、ある日家の近くの山の中におじさんが入っていくのが見えた。山菜取りの人かな？と思ったらしいんだけど、なんとなく気になって見に行ったらおじさんが首吊ってたらしい。
neta	私の地域の昔話に姥捨山の話があります。 ざっくり言うと、捨てられたジジババのコミュニティがあって、たまに麓に降りて農業の手伝いをして日銭を貰っていたとか。 それを知らない子供たちが「ヤマンバだ！」と騒いだりしていたとかいう話も。 捨てられたら死を待つだけだと思っていたので、ちょっと意外でした。
other	田舎が西条ですがばあちゃんからはそう教わりました。 内海だし、山にも守られてるのでおだやかな地形なんでしょうね
neta	アホなんですよ、本当に。 なんつってっておどけたつもりだったんだけど 話の流れとしては もぉ！こんなところにゴミを棄てて💢プンプン どうやって下ろしましょうって話を 私がしだした辺りで皆がキョドり出して。 そもそも、そんなところにあることがおかしいゴミなんですよね。 あの時は若くて、性善説の人間だったから 悪いことに結び付かなかったんよね
other	樹海で自殺しようと山に来た人を連れ去る愉快犯も居るって聞いたことがある。。
neta	本当気をつけてね。 私、DMAT(災害時の医療支援隊)なんだけど懇々と「自分の身は自分で守りなさい。(災害時はレイプが多くなる)」って言われてます。トイレも必ず「トイレ行く」って言ってから向かってました。 趣味としては素晴らしいと思いますが、女1人って本当に危ないですよ。
other	子供の頃、地元でヤクザに殺された方の遺体が見つかったことがある 山の上の小さな町で、見つかったのは誰がそんなとこ見る？っていう崖 本当に誰が発見したんだろう
neta	たいした話ではないけど私にとっては自然の癒しを初めて体感した忘れられない思い出です👍️ 友人と２人初めて高尾山を頂上まで歩くことにして、普段から山登りもしないし慣れないので最初からテンションMAX、あちこち感動しながらキョロキョロしてたら、１つ目の地点で一気にドッと疲れてしまった。すでに筋肉痛になりそうな感覚と息のあがり。それぞれ道の脇にある切株に座って風に辺りながら『この先は焦らずゆっくりでいいね～』なんて話しながらほんの10分位休んで立ち上がったら、体や足の重みがまったくなくなってリュックすら軽く感じてものすごく驚いた。すぐ思ったのは切株が疲れを吸い取ってくれたと思った。『ちょっと！この切株すごい！山の癒しってこれか！切株さんありがとう😂』ってなりました。その後の身体の軽さは本当に不思議だった。単純かな？でも本当に自然の癒しとパワーを実感しました。
other	その出版社はガチ山が大好き勢の本ばかり出してるよね。だから余計に怖い。
neta	今でいうところの老人ホームのように機能していたのでしょうね。 姥捨ての場所は大小含めあちこちにありますからね… でも、やっぱり、人気のない山という選択になるのでしょうね。 今でも老人ホームや障害者施設などはもっぱら山奥と相場が決まってますからね。 あ、現代は老人ホームそこかしこにありますねw
other	犬が脱走して探しても見つからなくて、お爺ちゃんが山の方を探すと言って出ていったっきり戻ってこなくて、交代で犬が戻ってきてお爺ちゃんに捜索届け出したって話誰かしてた。
neta	もしも「泊まってるホテルの部屋の鍵が壊れてて、隣の部屋では知らない男の集団が酒飲んで騒いでたらどうする？」って聞いたら絶対に「部屋を変えてもらう」って言うだろうに、何故かソロキャンプしたーい！とかって女子はいるんだよね…テントなんか防犯力ゼロ、他のテントで何が起きてるかなんて、人が結構いるキャンプ場でだって分かんないのに。。
other	京都のわらび取り事件はトラウマ。女性だけで山には行きたく無い。
neta	>>1 ぴったり20年前のことです 京王線沿線の高校に通っていたとき、悪友とサボろっかということになり、なんとなく終点の高尾山口まで行きました。当日は制服にローファーという登山者とほど遠い恰好でしたが、登山ブーム前ということもあってか人はまばらで、話ながらなんとなく散策スタート。 すると友達が｢肩になんかついてる｣としきりに振り払う仕草をはじめました。でもなにもついてない。ついてないよ、というとそれまでの態度とは打って変り、急に半狂乱のようになって｢ついてんだって！ここに本当はなんかあるでしょ？大きいのも小さいのもさあ！あるでしょ？あるよねえ｣と自分の左肩を指差して怒鳴り散らしました。地団駄踏んだから片方ローファーも脱げ。 私は怖すぎたのか、何故か助けることも声かけもせず彼女を置いて走って駅に逃げてしまいました(今でも何でだかわからない、足が勝手に動いたとしか言えない) そして改札につくとなんとそこにさっきまで大暴れしていた彼女が笑顔で立って待っていたんです。絶対にあり得ない、私の後ろにいたのに。｢どうして急にいなくなるの？｣って聞かれるし、なにも覚えてない様子で、でも片足はローファー履いてませんでした……
other	ゾワって鳥肌立った
neta	大宮の実家に住んでた時によく秩父の山に夜ドライブ行ってました。野生動物たくさん出てくるし、心霊スポットも多いし、楽しいですが全体的に不気味です。 帰り道で所沢らへんに差し掛かるとすごくホッとします（笑） 今は仙台駅近に住んでいて、泉ヶ岳や作並の山々に夜ドライブ行くことありますが、仙台の山は秩父よりも迫力があります。仙台は都会の田舎の高低差が非常に激しいので、本当楽しい！！
other	道連れにされるところだったね👍️
neta	その場から車で連れ去られたのなら、犬はそのような態度をとる、車の匂いがついているからだ。しかし犬達は皆、その場でとまると空を見上げたまま動かないという、まるでその場から空へ飛んでいったというかのように…とTVで説明されてた事あったよ…空へって…
other	おじいちゃん戻ってきたの？
